Protein IDs,Protein Names,Gene Names,Protein Descriptions,Uniprot,Uniprot Name,"Peptides 
sequenced",PEP,"miR-34 
seeds","miR-34a and ca
*strand seeds","miR-34c and ac
*strand seeds","Ratio H/M 
Count
miR-34a","Ratio H/M 
Count
miR-34a
Replicate1","Ratio H/M 
Count
miR-34a
Replicate2","Ratio H/M 
Count
miR-34c","Ratio H/M 
Count
miR-34c
Replicate1","Ratio H/M 
Count
miR-34ac","Ratio H/M 
Count
miR-34ca","Ratio H/M 
Normalized
miR-34a","Ratio H/M 
Normalized
miR-34a
Replicate1","Ratio H/M 
Normalized
miR-34a
Replicate2","Ratio H/M 
Normalized
miR-34c","Ratio H/M 
Normalized
miR-34c
Replicate1","Ratio H/M 
Normalized
miR-34ac","Ratio H/M 
Normalized
miR-34ca","Log2 Ratio H/M
Normalized
miR-34a","Log2 Ratio H/M
Normalized
miR-34a
Replicate1","Log2 Ratio H/M
Normalized
miR-34a
Replicate2","Log2 Ratio H/M
Normalized
miR-34c","Log2 Ratio H/M
Normalized
miR-34c
Replicate1","Log2 Ratio H/M
Normalized
miR-34ac","Log2 Ratio H/M
Normalized
miR-34ca"
IPI:IPI00008991.1,Protein Dr1;Down-regulator of transcription 1;TATA-binding protein-associated phosphoprotein;Negative cofactor 2-beta,DR1,Protein Dr1,Q01658;Q53F47;Q658N3,NC2B_HUMAN,9,2.76E-70,1,0,0,7,5,1,1,5,2,3,0.98044,0.74557,NA,NA,0.99892,0.93851,1.0457,0.02849875,0.423584284,NA,NA,0.001558953,0.091555978,-0.064469017
IPI:IPI00008998.3;IPI:IPI00938044.1;IPI:IPI00787433.2,"Protein tyrosine phosphatase-like protein PTPLAD1;Protein-tyrosine phosphatase-like A domain-containing protein 1;Butyrate-induced protein 1;cDNA FLJ54138, highly similar to Homo sapiens butyrate-induced transcript 1 (HSPC121), mRNA",PTPLAD1;BIND1,"Protein tyrosine phosphatase-like protein PTPLAD1;hypothetical protein XP_002347581;cDNA FLJ54138, highly similar to Homo sapiens butyrate-induced transcript 1 (HSPC121), mRNA",Q9P035;B4DRF4,PTAD1_HUMAN;B4DRF4_HUMAN,17,0,0,0,2,24,0,0,27,0,10,18,0.9058,NA,NA,1.1395,NA,0.93417,0.86842,0.142735555,NA,NA,-0.188400925,NA,0.09824298,0.203535143
IPI:IPI00009009.4,Protein CWC15 homolog,CWC15;C11orf5;AD-002;HSPC148,Protein CWC15 homolog,Q9P013,CWC15_HUMAN,10,3.87E-285,1,0,0,9,12,2,11,3,0,0,0.87335,0.87326,1.0173,0.89702,0.85825,NA,NA,0.195368157,0.195516836,-0.02474519,0.156787943,0.220530143,NA,NA
IPI:IPI00009010.3;IPI:IPI00106374.1,TRM112-like protein,AD-001;HSPC152;HSPC170,TRM112-like protein;similar to CG12975,Q9UI30;B2R539,TR112_HUMAN,12,1.08E-274,0,0,0,26,1,1,18,18,17,29,1.0497,NA,NA,0.9734,0.96105,1.0313,1.0487,-0.06997707,NA,NA,0.03889532,0.057316604,-0.044464067,-0.068602027
IPI:IPI00009030.1;IPI:IPI00216172.2;IPI:IPI00922445.1,"Lysosome-associated membrane glycoprotein 2;CD107 antigen-like family member B;Lysosomal-associated membrane protein 2C;Lysosomal-associated membrane protein 2, isoform CRA_b;cDNA FLJ52540, highly similar to Lysosome-associated membrane glycoprotein 2",LAMP2;hCG_39412,"Isoform LAMP-2A of Lysosome-associated membrane glycoprotein 2;lysosomal-associated membrane protein 2 isoform C precursor;cDNA FLJ52540, highly similar to Lysosome-associated membrane glycoprotein 2",P13473-1;P13473;A8K4X5;Q6Q3G8;B7Z2R9,LAMP2_HUMAN;Q6Q3G8_HUMAN;B7Z2R9_HUMAN,7,1.04E-37,1,1,2,15,2,4,19,2,7,16,1.5709,1.4161,1.6894,1.0506,1.2409,1.0102,1.4566,-0.651591345,-0.501923147,-0.756510956,-0.07121349,-0.311386858,-0.014640947,-0.54260475
IPI:IPI00009032.1;IPI:IPI00916802.1;IPI:IPI00916922.1;IPI:IPI00917205.1;IPI:IPI00917386.1,Lupus La protein;Sjoegren syndrome type B antigen;La ribonucleoprotein;La autoantigen;SS-B/La protein,SSB,Lupus La protein;SS-B/La protein,P05455;B5BUB5;Q14730;Q15367;Q53XJ4;Q9UMH5;Q9UMH6,LA_HUMAN;Q9UMH6_HUMAN,54,0,0,0,0,83,86,20,94,11,57,75,0.78083,0.79484,0.74396,0.88479,0.82925,0.87369,0.93143,0.356919612,0.331263617,0.42670304,0.176593015,0.270120988,0.194806617,0.102480745
IPI:IPI00009057.2;IPI:IPI00179890.2,Ras GTPase-activating protein-binding protein 2;G3BP-2;GAP SH3 domain-binding protein 2,G3BP2;KIAA0660,Isoform A of Ras GTPase-activating protein-binding protein 2;Isoform B of Ras GTPase-activating protein-binding protein 2,Q9UN86-1;Q9UN86;A8K6X1;Q9UN86-2;A8K6V7,G3BP2_HUMAN,26,0,0,1,1,32,26,12,16,9,26,44,1.3248,1.2832,1.4363,0.96222,1.098,0.85674,1.2278,-0.405774578,-0.359746047,-0.522357116,0.055561308,-0.134878054,0.223070647,-0.296075575
IPI:IPI00009070.1;IPI:IPI00922255.1;IPI:IPI00513811.1;IPI:IPI00550360.1;IPI:IPI00168609.1;IPI:IPI00844077.1;IPI:IPI00642426.1,"HBS1-like protein;ERFS;cDNA FLJ59477, highly similar to HBS1-like protein",HBS1L;HBS1;KIAA1038,Isoform 1 of HBS1-like protein;Hsp70 subfamily B suppressor 1-like protein isoform 2;Isoform 3 of HBS1-like protein,Q9Y450-1;Q9Y450;A8K9E1;B3KNB9;Q4VX90;B7Z1K2;B7Z365;B7Z524;Q9Y450-3,HBS1L_HUMAN;B7Z1K2_HUMAN,22,0,1,1,1,26,1,2,11,0,2,4,1.1569,NA,0.98864,1.1607,NA,0.83247,1.1904,-0.210264166,NA,0.016482816,-0.214995135,NA,0.264529813,-0.251446432
IPI:IPI00074587.8;IPI:IPI00412643.1;IPI:IPI00009071.3;IPI:IPI00646643.1;IPI:IPI00386662.1;IPI:IPI00645384.3;IPI:IPI00477946.1,"FUS-interacting serine-arginine-rich protein 1;TLS-associated protein with Ser-Arg repeats;TLS-associated serine-arginine protein;40 kDa SR-repressor protein;Splicing factor SRp38;cDNA FLJ58902, highly similar to FUS-interacting serine-arginine-rich protein1;FUS interacting protein (Serine/arginine-rich) 1",FUSIP1;FUSIP2;TASR;RP11-4M23.6-005;RP11-4M23.6-014,Isoform 1 of FUS-interacting serine-arginine-rich protein 1;Isoform 2 of FUS-interacting serine-arginine-rich protein 1;Isoform 3 of FUS-interacting serine-arginine-rich protein 1;FUS interacting protein (Serine/arginine-rich) 1;Isoform 4 of FUS-interactin,O75494-1;O75494;B3KNY6;Q53GD7;O75494-2;Q5JRI0;O75494-3;B4DJP9;Q5JRI3;O75494-4;Q5JRI1,FUSIP_HUMAN;B4DJP9_HUMAN;Q5JRI1_HUMAN,12,7.30E-279,0,0,0,19,11,5,19,11,13,13,0.90884,0.8983,0.96028,1.2506,1.0788,0.86871,0.82825,0.137901763,0.154730761,0.058472964,-0.322620422,-0.109427427,0.20305345,0.271861797
IPI:IPI00444046.3;IPI:IPI00009101.3;IPI:IPI00550342.2;IPI:IPI00925446.2;IPI:IPI00647749.1,"Helicase SRCAP;Snf2-related CBP activator;Domino homolog 2;cDNA FLJ13746 fis, clone PLACE3000254, highly similar to Homo sapiens Snf2-related CBP activator protein (SRCAP), mRNA",SRCAP;KIAA0309,"Isoform 1 of Helicase SRCAP;Isoform 2 of Helicase SRCAP;Isoform 3 of Helicase SRCAP;326 kDa protein;cDNA FLJ13746 fis, clone PLACE3000254, highly similar to Homo sapiens Snf2-related CBP activator protein (SRCAP), mRNA",Q6ZRS2-1;Q6ZRS2;Q6P4A2;Q6ZRS2-2;Q6ZRS2-3;B3KN63,SRCAP_HUMAN;B3KN63_HUMAN,33,1.88E-142,0,0,0,6,0,1,10,0,0,0,1.1094,NA,NA,0.95429,NA,NA,NA,-0.149779631,NA,NA,0.06750034,NA,NA,NA
IPI:IPI00009104.7;IPI:IPI00909925.1,RuvB-like 2;48 kDa TATA box-binding protein-interacting protein;TIP49b;Repressing pontin 52;51 kDa erythrocyte cytosolic protein;TIP60-associated protein 54-beta;INO80 complex subunit J,RUVBL2;INO80J;TIP48;TIP49B;CGI-46,RuvB-like 2,Q9Y230;B3KNL2;B3KQ59,RUVB2_HUMAN,48,0,0,0,0,97,114,30,67,33,91,93,0.80684,0.81382,0.82746,0.8311,0.84857,0.85544,0.94543,0.309645486,0.297218359,0.273238522,0.266906019,0.23689442,0.225261426,0.08095745
IPI:IPI00009111.1,Trophoblast glycoprotein;5T4 oncofetal trophoblast glycoprotein;5T4 oncofetal antigen;M6P1,TPBG;5T4,Trophoblast glycoprotein,Q13641;A8K555,TPBG_HUMAN,6,1.25E-216,1,0,0,5,8,5,7,6,0,5,0.7713,1.3692,1.5821,0.63211,1.3439,NA,1.0326,0.374635984,-0.453333197,-0.661840791,0.661752456,-0.426425791,NA,-0.046281503
IPI:IPI00009123.2;IPI:IPI00922708.1;IPI:IPI00902923.1,Nucleobindin-2;DNA-binding protein NEFA;Gastric cancer antigen Zg4;Nucleobindin 2,NUCB2;NEFA,Isoform 1 of Nucleobindin-2;Isoform 2 of Nucleobindin-2;Nucb2 splice variant,P80303-1;P80303;P80303-2;A7LNF3;A7LNF4;A7LNF5;Q2L696,NUCB2_HUMAN;A7LNF3_HUMAN,6,6.05E-21,0,0,0,3,1,0,3,0,0,0,1.0074,NA,NA,0.98351,NA,NA,NA,-0.010636636,NA,NA,0.023988373,NA,NA,NA
IPI:IPI00009137.1;IPI:IPI00029707.3;IPI:IPI00375469.1;IPI:IPI00927478.1;IPI:IPI00925041.1;IPI:IPI00924476.1;IPI:IPI00925720.1,"Cleavage and polyadenylation specificity factor subunit 4;Cleavage and polyadenylation specificity factor 30 kDa subunit;NS1 effector domain-binding protein 1;No arches homolog;cDNA FLJ52791, highly similar to Cleavage and polyadenylation specificityfactor 30 kDa subunit",CPSF4;CPSF30;NAR;NEB1,Isoform 1 of Cleavage and polyadenylation specificity factor subunit 4;Isoform 2 of Cleavage and polyadenylation specificity factor subunit 4;Isoform 3 of Cleavage and polyadenylation specificity factor subunit 4;24 kDa protein;26 kDa protein;cDNA FLJ52791,O95639-1;O95639;O95639-2;O95639-3;B7Z7B0,CPSF4_HUMAN;B7Z7B0_HUMAN,4,3.86E-37,1,1,0,1,0,0,4,0,0,3,NA,NA,NA,0.88828,NA,NA,1.0521,NA,NA,NA,0.170913586,NA,NA,-0.073271836
IPI:IPI00009145.1;IPI:IPI00743100.2;IPI:IPI00480193.3;IPI:IPI00641276.2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB;Processing alpha-1,2-mannosidase IB;Mannosidase alpha class 1A member 2;Putative uncharacterized protein MAN1A2",MAN1A2;MAN1B,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB;Putative uncharacterized protein MAN1A2",O60476;A6NLR2;B3KMI5;Q5T9E2,MA1A2_HUMAN;A6NLR2_HUMAN,11,1.37E-139,0,0,0,1,1,2,3,2,0,1,NA,NA,1.0473,1.0297,1.126,NA,NA,NA,NA,-0.066674763,-0.042224074,-0.171206827,NA,NA
IPI:IPI00009148.1,"Diphosphoinositol polyphosphate phosphohydrolase 1;Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 1;Nucleoside diphosphate-linked moiety X motif 3",NUDT3;DIPP;DIPP1,Diphosphoinositol polyphosphate phosphohydrolase 1,O95989;B2R8N4,NUDT3_HUMAN,5,1.80E-42,0,0,0,8,0,0,4,2,2,1,0.9469,NA,NA,1.5235,0.8768,0.98404,NA,0.078716021,NA,NA,-0.6073895,0.189680297,0.023211134,NA
IPI:IPI00009210.1,Dual specificity protein phosphatase 12;Dual specificity tyrosine phosphatase YVH1,DUSP12,Dual specificity protein phosphatase 12,Q9UNI6,DUS12_HUMAN,18,8.13E-87,0,0,0,11,6,3,12,3,1,4,0.83175,0.83585,0.90473,0.83471,0.75516,NA,0.89592,0.265778134,0.258684033,0.144440784,0.26065304,0.405145746,NA,0.15855818
IPI:IPI00009225.1;IPI:IPI00792315.1;IPI:IPI00792772.1,Syntaxin-8,STX8,Syntaxin-8,Q9UNK0;Q53XT8,STX8_HUMAN,7,6.42E-141,0,0,0,4,0,3,2,3,0,2,1.0246,NA,0.98251,1.026,1.1079,NA,0.94231,-0.035060797,NA,0.025456004,-0.037030731,-0.147827668,NA,0.085726341
IPI:IPI00009235.2,Translocon-associated protein subunit gamma;Signal sequence receptor subunit gamma,SSR3;TRAPG,"cDNA FLJ52061, highly similar to Translocon-associated protein subunit gamma",Q9UNL2;B2R7D0;B4E2P2,SSRG_HUMAN,3,7.03E-57,2,1,0,5,5,4,3,6,5,19,1.0985,0.63977,1.0154,1.0317,1.1459,1.1279,0.94155,-0.13553487,0.644374751,-0.022048165,-0.045023522,-0.196481149,-0.173639164,0.086890385
IPI:IPI00009236.5;IPI:IPI00876941.1;IPI:IPI00853146.1,Caveolin-1;Caveolin,CAV1;CAV,Isoform Alpha of Caveolin-1;Caveolin (Fragment);Caveolin,Q03135-1;Q03135;A9XTE5;Q2TNI1;Q59E85;Q7Z4F3,CAV1_HUMAN;Q59E85_HUMAN;Q7Z4F3_HUMAN,12,0,2,0,1,20,7,3,17,8,9,13,1.2276,1.2638,1.5875,1.4259,1.6448,1.3133,1.1247,-0.295840551,-0.337768171,-0.666756592,-0.511872807,-0.71791217,-0.393196512,-0.169540231
IPI:IPI00009253.2,Alpha-soluble NSF attachment protein;N-ethylmaleimide-sensitive factor attachment protein alpha,NAPA;SNAPA,Alpha-soluble NSF attachment protein,P54920;A8K879,SNAA_HUMAN,32,0,0,0,0,57,27,15,68,33,32,53,1.0902,0.89842,0.9487,0.99339,0.92399,0.97978,1.0314,-0.124592825,0.154538051,0.075976148,0.009567871,0.114050857,0.029470252,-0.044603951
IPI:IPI00009276.2,Endothelial protein C receptor;Endothelial cell protein C receptor;Activated protein C receptor,PROCR;EPCR,Endothelial protein C receptor precursor,Q9UNN8;B2RC04,EPCR_HUMAN,4,9.50E-153,0,0,1,3,4,2,9,0,0,0,0.89897,1.188,0.85756,1.1016,NA,NA,NA,0.153655123,-0.248534836,0.221690481,-0.139600465,NA,NA,NA
IPI:IPI00009286.4;IPI:IPI00218500.6;IPI:IPI00387009.1;IPI:IPI00384731.1;IPI:IPI00155551.4;IPI:IPI00387010.1;IPI:IPI00387012.1;IPI:IPI00387013.1;IPI:IPI00384732.1;IPI:IPI00387011.1,Histone-lysine N-methyltransferase HRX;Zinc finger protein HRX;ALL-1;Trithorax-like protein;Lysine N-methyltransferase 2A;CXXC-type zinc finger protein 7,MLL;ALL1;CXXC7;HRX;HTRX;KMT2A;TRX1,Isoform 1 of Histone-lysine N-methyltransferase HRX;Isoform 14P-18B of Histone-lysine N-methyltransferase HRX,Q03164-1;Q03164;B4DIJ7;B4E012;Q59FF2;Q9HBJ3;Q9HBJ4;Q9UM91;Q03164-2;Q9UPD0,HRX_HUMAN,16,2.15E-30,3,0,0,2,2,1,1,1,1,0,0.78916,0.99812,NA,NA,NA,NA,NA,0.341610263,0.002714819,NA,NA,NA,NA,NA
IPI:IPI00009301.1;IPI:IPI00916219.1;IPI:IPI00917481.1;IPI:IPI00445209.3;IPI:IPI00478990.3;IPI:IPI00917140.1;IPI:IPI00917804.1;IPI:IPI00916095.1;IPI:IPI00916369.1;IPI:IPI00917012.1;IPI:IPI00916504.1;IPI:IPI00916690.1;IPI:IPI00917467.1,"COP9 signalosome complex subunit 7b;JAB1-containing signalosome subunit 7b;cDNA FLJ41015 fis, clone UTERU2018712, highly similar to COP9 signalosome complex subunit 7b;cDNA FLJ44352 fis, clone TRACH3006412, highly similar to Homo sapiens COP9 constitutive photomorphogenic homolog subunit 7B;COPS7B protein",COPS7B;CSN7B,"Isoform 1 of COP9 signalosome complex subunit 7b;cDNA FLJ41015 fis, clone UTERU2018712, highly similar to COP9 signalosome complex subunit 7b;cDNA FLJ44352 fis, clone TRACH3006412, highly similar to Homo sapiens COP9 constitutive photomorphogenic homolog s",Q9H9Q2-1;Q9H9Q2;Q53GQ2;Q53S22;B3KV02;B3KW51;Q6ZTQ7;Q5BJG3;Q9H9Q2-2,CSN7B_HUMAN;B3KV02_HUMAN;Q6ZTQ7_HUMAN;Q5BJG3_HUMAN,13,4.27E-240,2,1,1,16,6,3,19,6,4,7,1.0851,1.4756,1.1786,1.5448,1.2427,1.1246,0.94072,-0.117828004,-0.561301694,-0.237074171,-0.627420069,-0.313478058,-0.169411952,0.088162718
IPI:IPI00009302.1,Pleckstrin-2,PLEK2,Pleckstrin-2,Q9NYT0,PLEK2_HUMAN,5,2.46E-29,0,0,0,2,0,0,2,0,0,0,0.95114,NA,NA,0.80598,NA,NA,NA,0.072270385,NA,NA,0.311184055,NA,NA,NA
IPI:IPI00009305.1;IPI:IPI00922562.1;IPI:IPI00903190.1,"Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate deaminase 1;Oscillin;cDNA FLJ55085, highly similar to Glucosamine-6-phosphate isomerase (EC 3.5.99.6);cDNA FLJ12717 fis, clone NT2RP1001253, highly similar to Glucosamine-6-phosphate isomerase (EC 3.5.99.6)",GNPDA1;GNPI;HLN;KIAA0060,"Glucosamine-6-phosphate isomerase 1;cDNA FLJ55085, highly similar to Glucosamine-6-phosphate isomerase;cDNA FLJ12717 fis, clone NT2RP1001253, highly similar to Glucosamine-6-phosphate isomerase",P46926;A8K3S1;B7Z3X4;B3KMV2,GNPI1_HUMAN;B7Z3X4_HUMAN;B3KMV2_HUMAN,20,0,1,0,0,48,4,3,40,11,34,41,1.4809,1.1905,1.3686,0.9946,1.0661,1.4012,1.0355,-0.566474224,-0.251567621,-0.452700852,0.007811664,-0.092342769,-0.486662893,-0.050327554
IPI:IPI00009315.6,Golgi resident protein GCP60;Acyl-CoA-binding domain-containing protein 3;Golgi phosphoprotein 1;Golgi complex-associated protein 1;PBR- and PKA-associated protein 7;Peripheral benzodiazepine receptor-associated protein PAP7,ACBD3;GCP60;GOCAP1;GOLPH1,Golgi resident protein GCP60,Q9H3P7;B2RB29,GCP60_HUMAN,20,1.27E-280,1,0,1,28,8,6,3,4,1,4,1.0294,0.86563,1.0067,1.247,1.0832,NA,0.87096,-0.041803688,0.208177596,-0.009633819,-0.318461465,-0.115299644,NA,0.199321632
IPI:IPI00009316.3;IPI:IPI00514173.1;IPI:IPI00409606.1;IPI:IPI00514708.3,Peptidyl-prolyl cis-trans isomerase E;Cyclophilin E;Cyclophilin-33;Cyclophilin-33B;Peptidyl-prolyl cis-trans isomerase,PPIE;CYP33;RP1-118J21.1-003;RP1-118J21.1-007,Isoform A of Peptidyl-prolyl cis-trans isomerase E;Cyclophilin-33B;peptidylprolyl isomerase E isoform 3;Peptidyl-prolyl cis-trans isomerase,Q9UNP9-1;Q9UNP9;A8KAM9;B2R971;Q3S611;Q5TGA3;B3KSZ1;B4E3F2;Q5TGA1,PPIE_HUMAN;Q3S611_HUMAN;B3KSZ1_HUMAN;Q5TGA1_HUMAN,15,6.05E-192,1,0,0,12,7,2,8,2,1,2,0.98567,0.96046,0.97461,0.83515,0.90149,NA,0.95561,0.020823378,0.058202563,0.037103069,0.259892754,0.149616607,NA,0.065506144
IPI:IPI00009319.1;IPI:IPI00555978.5;IPI:IPI00218563.1;IPI:IPI00926287.1;IPI:IPI00793886.1;IPI:IPI00927518.1;IPI:IPI00926988.1;IPI:IPI00926500.1,"NCK-interacting protein with SH3 domain;SH3 adapter protein SPIN90;SH3 protein interacting with Nck, 90 kDa;VacA-interacting protein, 54 kDa;AF3p21;Diaphanous protein-interacting protein;Dia-interacting protein 1;NCK interacting protein with SH3 domain",NCKIPSD;AF3P21;SPIN90,Isoform 1 of NCK-interacting protein with SH3 domain;NCK interacting protein with SH3 domain isoform 2;Isoform 2 of NCK-interacting protein with SH3 domain,Q9NZQ3-1;Q9NZQ3;Q6GU34;Q6SPF3;Q8TC10;Q9NZQ3-2,SPN90_HUMAN;Q6GU34_HUMAN,9,2.61E-83,0,0,0,6,0,0,5,0,0,2,1.3433,NA,NA,1.0015,NA,NA,1.3554,-0.425781539,NA,NA,-0.002162421,NA,NA,-0.438718677
IPI:IPI00009320.3;IPI:IPI00789737.1;IPI:IPI00031499.2;IPI:IPI00793732.1;IPI:IPI00791249.1;IPI:IPI00791782.2;IPI:IPI00794374.1;IPI:IPI00793240.1;IPI:IPI00792584.1,Transmembrane protein 85;Cell proliferation-inducing gene 17 protein,TMEM85;HSPC184;PIG17,Isoform 1 of Transmembrane protein 85;23 kDa protein;Isoform 2 of Transmembrane protein 85;11 kDa protein;8 kDa protein;Isoform 3 of Transmembrane protein 85;9 kDa protein,Q5J8M3-1;Q5J8M3;Q5J8M3-2;Q5J8M3-3,TMM85_HUMAN,5,2.71E-157,0,0,0,10,2,0,3,1,2,0,0.99969,0.82689,NA,1.1571,NA,0.86192,NA,0.000447305,0.274232672,NA,-0.210513552,NA,0.214374125,NA
IPI:IPI00216919.1;IPI:IPI00009326.1,"cDNA FLJ51091, highly similar to 65 kDa Yes-associated protein;65 kDa Yes-associated protein;YAP65",YAP2;YAP1;hCG_41478;YAP65,"Yes-associated protein 1, 65kDa isoform 1;65 kDa Yes-associated protein",B4DTY1;B4E2Y3;B7ZA01;Q7Z574;Q86T74;Q8IUY9;P46937,B4DTY1_HUMAN;YAP1_HUMAN,5,1.53E-70,0,0,1,12,0,0,0,0,0,0,0.75623,NA,NA,NA,NA,NA,NA,0.403103012,NA,NA,NA,NA,NA,NA
IPI:IPI00009328.4,Eukaryotic initiation factor 4A-III;Eukaryotic translation initiation factor 4A isoform 3;ATP-dependent RNA helicase eIF4A-3;ATP-dependent RNA helicase DDX48;DEAD box protein 48;Eukaryotic initiation factor 4A-like NUK-34;Nuclear matrix protein 265,EIF4A3;DDX48;KIAA0111,Eukaryotic initiation factor 4A-III,P38919,IF4A3_HUMAN,43,0,0,0,0,49,55,8,54,10,35,51,0.86436,0.95594,0.93652,1.1955,1.1126,0.95871,0.89392,0.210295785,0.065008025,0.09461829,-0.25761413,-0.153935011,0.060833614,0.161782369
IPI:IPI00009329.2;IPI:IPI00644301.1;IPI:IPI00645298.1;IPI:IPI00514575.3;IPI:IPI00644833.1,Utrophin;Dystrophin-related protein 1,UTRN;DMDL,Utrophin,P46939,UTRO_HUMAN,70,0,0,0,0,23,2,0,21,1,2,1,1.0806,1.1402,NA,1.1984,NA,0.5925,NA,-0.111832587,-0.189286907,NA,-0.261109529,NA,0.755112941,NA
IPI:IPI00513833.2;IPI:IPI00902513.1;IPI:IPI00009333.3,Transmembrane protein 9;Dermal papilla-derived protein 4,TMEM9;RP5-894H24.1-010;RP5-894H24.1-001;DERP4;HSPC186;PSEC0012;UNQ631/PRO1248,"cDNA FLJ54226, highly similar to Transmembrane protein 9;Transmembrane protein 9;Transmembrane protein 9",B1ALM4;B4E1H4;B1ALM5;Q6FIF9;Q6IAJ3;Q9P0T7;B1ALM6,B1ALM4_HUMAN;B1ALM5_HUMAN;TMEM9_HUMAN,1,1.57E-19,0,2,0,2,0,0,0,0,0,0,1.1207,NA,NA,NA,NA,NA,NA,-0.164400135,NA,NA,NA,NA,NA,NA
IPI:IPI00009335.2;IPI:IPI00741734.2;IPI:IPI00937343.1;IPI:IPI00930221.1;IPI:IPI00794094.1,Brain protein 16;C8orf30A protein,BRP16;C8orf30A,Brain protein 16;hypothetical protein LOC728071;C8orf30A protein (Fragment),Q9BTY7;B3KUY6;Q9P0T5;Q96BK8,BRP16_HUMAN;Q96BK8_HUMAN,19,7.79E-146,1,0,0,12,20,5,18,5,2,5,1.2205,1.2719,1.1954,0.92875,1.0003,1.3065,0.88678,-0.287472295,-0.346985247,-0.257493448,0.106637789,-0.000432744,-0.385707125,0.173351862
IPI:IPI00009342.1;REV_IPI:IPI00011090.3;REV_IPI:IPI00012481.1;REV_IPI:IPI00910386.1;REV_IPI:IPI00168371.1,Ras GTPase-activating-like protein IQGAP1;p195,IQGAP1;KIAA0051,Ras GTPase-activating-like protein IQGAP1,P46940;A4QPB0;A7MBM3;B4DNP4;B4E2M0;Q05DN7;Q5FWG8;Q6P1N4;Q96PA3,IQGA1_HUMAN,179,0,1,0,0,285,255,164,367,162,356,396,0.96255,0.99462,0.97272,0.96365,0.97442,0.97028,0.99354,0.055066611,0.007782653,0.039903514,0.053418844,0.03738435,0.04352696,0.009350043
IPI:IPI00009346.1,Transmembrane protein 14C,TMEM14C;C6orf53;HSPC194,Transmembrane protein 14C,Q9P0S9;Q53F27;Q5T4I6,TM14C_HUMAN,3,0,0,0,0,3,0,0,11,5,9,20,0.85528,NA,NA,0.98316,0.83432,0.89889,1.0039,0.225531291,NA,NA,0.024501874,0.261327265,0.153783515,-0.005615567
IPI:IPI00009368.4,Sideroflexin-1;Tricarboxylate carrier protein,SFXN1,Sideroflexin-1,Q9H9B4;B3KPW3,SFXN1_HUMAN,29,0,0,2,0,51,51,32,54,41,58,91,2.0712,1.8024,1.4745,0.75288,0.71179,0.79106,1.4585,-1.05046687,-0.849919219,-0.560225822,0.40950816,0.49047643,0.338140971,-0.544485386
IPI:IPI00009373.3;IPI:IPI00515006.1;IPI:IPI00642467.2;IPI:IPI00828199.1;IPI:IPI00645730.1,Chromatin modification-related protein EAF6 homolog;Sarcoma antigen NY-SAR-91;Chromosome 1 open reading frame 149,EAF6;C1orf149;RP3-423B22.2-008,Isoform 3 of Chromatin modification-related protein MEAF6;Chromosome 1 open reading frame 149;Isoform 1 of Chromatin modification-related protein MEAF6;Isoform 2 of Chromatin modification-related protein MEAF6,Q9HAF1-3;Q9HAF1;B1AK64;Q9HAF1-1;Q9HAF1-2,EAF6_HUMAN;B1AK64_HUMAN,3,5.33E-55,0,1,0,1,0,0,1,3,0,0,NA,NA,NA,NA,0.85043,NA,NA,NA,NA,NA,NA,0.233735604,NA,NA
IPI:IPI00009374.4,GSK3-beta interaction protein,GSKIP;C14orf129;HSPC210,GSK3-beta interaction protein,Q9P0R6,GSKIP_HUMAN,2,1.40E-13,0,2,0,3,0,0,1,0,0,0,1.2997,NA,NA,NA,NA,NA,NA,-0.378178655,NA,NA,NA,NA,NA,NA
IPI:IPI00009379.2,DNA-binding protein SMUBP-2;ATP-dependent helicase IGHMBP2;Immunoglobulin mu-binding protein 2;Glial factor 1,IGHMBP2;SMBP2;SMUBP2,DNA-binding protein SMUBP-2,P38935,SMBP2_HUMAN,9,3.01E-51,0,1,0,3,0,0,2,0,0,1,0.83113,NA,NA,1.0481,NA,NA,NA,0.266853943,NA,NA,-0.067776372,NA,NA,NA
IPI:IPI00009407.8,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1;Defender against cell death 1,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,P61803;Q53G02,DAD1_HUMAN,4,2.47E-52,0,0,0,14,0,0,7,9,8,8,0.98141,NA,NA,1.0437,0.98411,0.94406,1.016,0.027072123,NA,NA,-0.061707085,0.023108511,0.083049541,-0.022900402
IPI:IPI00009410.2;IPI:IPI00892978.2,ER degradation-enhancing alpha-mannosidase-like 3;EDEM3 protein,EDEM3;C1orf22,ER degradation-enhancing alpha-mannosidase-like 3;EDEM3 protein,Q9BZQ6;B7ZLZ2;Q7L2Y5,EDEM3_HUMAN;Q7L2Y5_HUMAN,8,1.47E-77,2,0,0,3,0,0,0,0,0,0,0.83084,NA,NA,NA,NA,NA,NA,0.26735742,NA,NA,NA,NA,NA,NA
